Time(s),Deformation(mm),Deflection at standard load (mm),Crosshead displacement (mm),Force applied (N),static:pre-load,static:Bending module speed,static:Test speed,static:Sample name,static:Bending module,static:Bending stress at maximum allowed deflection,static:Bending strength,static:Deformation at bending strength,static:Material Thickness (mm),static:Material
102.287,8.29698,8.29698,8.29698,130.38,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
102.357,8.30861,8.30861,8.30861,130.179,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
102.427,8.32023,8.32023,8.32023,130.473,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
102.487,8.33026,8.33026,8.33026,130.74,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
102.557,8.34191,8.34191,8.34191,130.724,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
102.617,8.35198,8.35198,8.35198,130.607,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
102.687,8.36362,8.36362,8.36362,130.468,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
102.757,8.37527,8.37527,8.37527,130.5,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
102.827,8.38688,8.38688,8.38688,130.593,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
102.887,8.39693,8.39693,8.39693,131.055,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
102.957,8.40857,8.40857,8.40857,131.149,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.017,8.41864,8.41864,8.41864,131.201,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.077,8.42864,8.42864,8.42864,131.524,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.147,8.44024,8.44024,8.44024,131.463,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.207,8.45025,8.45025,8.45025,131.543,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.277,8.4619,8.4619,8.4619,131.443,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.347,8.47355,8.47355,8.47355,131.572,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.407,8.48363,8.48363,8.48363,131.322,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.467,8.49364,8.49364,8.49364,131.636,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.537,8.50525,8.50525,8.50525,131.902,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.607,8.51691,8.51691,8.51691,132.02,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.677,8.52857,8.52857,8.52857,131.999,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.747,8.54023,8.54023,8.54023,132.078,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.807,8.55028,8.55028,8.55028,132.1,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.867,8.56031,8.56031,8.56031,132.134,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.937,8.57191,8.57191,8.57191,132.353,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
103.997,8.58191,8.58191,8.58191,132.463,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.067,8.59355,8.59355,8.59355,132.443,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.127,8.60355,8.60355,8.60355,132.744,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.187,8.61362,8.61362,8.61362,132.879,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.247,8.62362,8.62362,8.62362,132.87,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.307,8.63363,8.63363,8.63363,132.764,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.377,8.64525,8.64525,8.64525,132.92,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.447,8.65687,8.65687,8.65687,132.811,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.507,8.66693,8.66693,8.66693,132.844,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.577,8.67859,8.67859,8.67859,133.039,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.637,8.68863,8.68863,8.68863,132.933,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.697,8.69864,8.69864,8.69864,133.049,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.767,8.71026,8.71026,8.71026,133.05,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.837,8.72188,8.72188,8.72188,133.075,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.897,8.73192,8.73192,8.73192,133.13,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
104.967,8.74357,8.74357,8.74357,133.161,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.027,8.75363,8.75363,8.75363,133.325,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.087,8.76363,8.76363,8.76363,133.205,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.157,8.77524,8.77524,8.77524,133.276,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.217,8.78524,8.78524,8.78524,133.523,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.287,8.79689,8.79689,8.79689,133.515,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.357,8.80855,8.80855,8.80855,133.837,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.417,8.81861,8.81861,8.81861,133.642,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.477,8.82864,8.82864,8.82864,133.879,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.547,8.84027,8.84027,8.84027,133.988,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.617,8.85191,8.85191,8.85191,133.979,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.687,8.86356,8.86356,8.86356,134.037,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.757,8.87522,8.87522,8.87522,134.064,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.817,8.88528,8.88528,8.88528,134.364,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.877,8.89528,8.89528,8.89528,134.157,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
105.937,8.90529,8.90529,8.90529,134.352,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.007,8.91691,8.91691,8.91691,134.279,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.077,8.92855,8.92855,8.92855,134.58,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.137,8.93859,8.93859,8.93859,134.715,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.197,8.94861,8.94861,8.94861,134.594,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.257,8.95863,8.95863,8.95863,134.705,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.327,8.97029,8.97029,8.97029,134.672,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.397,8.98192,8.98192,8.98192,134.749,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.467,8.99354,8.99354,8.99354,134.588,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.527,9.00358,9.00358,9.00358,134.776,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.587,9.01359,9.01359,9.01359,134.954,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.647,9.02364,9.02364,9.02364,135.071,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.707,9.03365,9.03365,9.03365,135.021,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.777,9.04524,9.04524,9.04524,135.174,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.837,9.05524,9.05524,9.05524,135.146,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.897,9.06524,9.06524,9.06524,135.217,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
106.967,9.07689,9.07689,9.07689,135.203,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.027,9.08695,9.08695,9.08695,135.285,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.087,9.09698,9.09698,9.09698,135.283,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.157,9.1086,9.1086,9.1086,135.431,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.227,9.12024,9.12024,9.12024,135.351,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.297,9.13189,9.13189,9.13189,135.89,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.357,9.14189,9.14189,9.14189,136.033,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.417,9.15194,9.15194,9.15194,135.819,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.477,9.16194,9.16194,9.16194,135.971,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.537,9.17197,9.17197,9.17197,136,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.607,9.18359,9.18359,9.18359,135.775,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.677,9.19521,9.19521,9.19521,135.774,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.737,9.20524,9.20524,9.20524,135.985,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.807,9.21693,9.21693,9.21693,136.075,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.867,9.22697,9.22697,9.22697,135.798,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.927,9.23697,9.23697,9.23697,136.164,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
107.997,9.24858,9.24858,9.24858,136.496,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.057,9.25858,9.25858,9.25858,136.409,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.117,9.26859,9.26859,9.26859,136.109,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.187,9.28023,9.28023,9.28023,136.519,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.247,9.29029,9.29029,9.29029,136.426,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.307,9.30031,9.30031,9.30031,136.478,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.377,9.31191,9.31191,9.31191,136.67,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.447,9.32358,9.32358,9.32358,136.451,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.517,9.33524,9.33524,9.33524,136.348,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.587,9.34689,9.34689,9.34689,136.442,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.647,9.35696,9.35696,9.35696,136.582,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.707,9.36698,9.36698,9.36698,136.662,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.777,9.37857,9.37857,9.37857,136.802,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.837,9.38858,9.38858,9.38858,136.604,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.907,9.4002,9.4002,9.4002,136.829,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
108.967,9.41022,9.41022,9.41022,136.673,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.027,9.42029,9.42029,9.42029,136.586,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.097,9.43195,9.43195,9.43195,136.882,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.157,9.44196,9.44196,9.44196,136.856,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.227,9.45357,9.45357,9.45357,136.941,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.297,9.46521,9.46521,9.46521,137.174,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.357,9.47526,9.47526,9.47526,137.287,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.427,9.48693,9.48693,9.48693,137.183,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.487,9.49696,9.49696,9.49696,137.218,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.547,9.50697,9.50697,9.50697,137.217,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.617,9.51859,9.51859,9.51859,137.502,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.687,9.53021,9.53021,9.53021,137.701,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.747,9.54025,9.54025,9.54025,137.769,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.817,9.55191,9.55191,9.55191,137.532,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.877,9.56197,9.56197,9.56197,137.725,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
109.947,9.57363,9.57363,9.57363,137.749,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.017,9.58525,9.58525,9.58525,138.045,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.087,9.59687,9.59687,9.59687,137.724,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.147,9.60693,9.60693,9.60693,137.833,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.217,9.61857,9.61857,9.61857,137.909,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.277,9.62864,9.62864,9.62864,137.944,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.347,9.64029,9.64029,9.64029,138.002,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.417,9.65192,9.65192,9.65192,138.083,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.487,9.66355,9.66355,9.66355,138.118,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.547,9.67359,9.67359,9.67359,138.374,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.617,9.68524,9.68524,9.68524,138.522,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.677,9.6953,9.6953,9.6953,138.751,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.737,9.7053,9.7053,9.7053,138.482,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.807,9.71692,9.71692,9.71692,138.812,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.877,9.72857,9.72857,9.72857,139.122,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
110.937,9.73857,9.73857,9.73857,138.864,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.007,9.75022,9.75022,9.75022,138.571,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.067,9.76029,9.76029,9.76029,138.902,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.127,9.77031,9.77031,9.77031,139.113,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.197,9.78192,9.78192,9.78192,138.976,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.267,9.79358,9.79358,9.79358,139.147,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.337,9.80524,9.80524,9.80524,139.388,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.407,9.81689,9.81689,9.81689,139.287,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.467,9.82695,9.82695,9.82695,139.316,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.527,9.83698,9.83698,9.83698,139.212,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.597,9.8486,9.8486,9.8486,139.601,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.667,9.86024,9.86024,9.86024,139.327,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.737,9.8719,9.8719,9.8719,139.61,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.797,9.88191,9.88191,9.88191,139.785,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.857,9.89193,9.89193,9.89193,139.503,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.917,9.90196,9.90196,9.90196,139.897,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
111.977,9.91197,9.91197,9.91197,139.772,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.047,9.92357,9.92357,9.92357,139.944,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.117,9.93521,9.93521,9.93521,139.727,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.177,9.94525,9.94525,9.94525,139.486,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.247,9.95694,9.95694,9.95694,139.538,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.307,9.96694,9.96694,9.96694,139.88,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.367,9.97695,9.97695,9.97695,140.158,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.437,9.9886,9.9886,9.9886,140.199,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.507,10.0002,10.0002,10.0002,140.038,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.567,10.0103,10.0103,10.0103,140.007,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.637,10.0219,10.0219,10.0219,140.172,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.697,10.032,10.032,10.032,140.117,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.757,10.042,10.042,10.042,140.103,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.827,10.0536,10.0536,10.0536,140.318,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.887,10.0636,10.0636,10.0636,140.343,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
112.957,10.0753,10.0753,10.0753,140.19,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.027,10.0869,10.0869,10.0869,140.302,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.087,10.097,10.097,10.097,140.498,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.147,10.107,10.107,10.107,140.677,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.217,10.1186,10.1186,10.1186,140.861,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.287,10.1302,10.1302,10.1302,140.675,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.357,10.1419,10.1419,10.1419,140.632,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.427,10.1535,10.1535,10.1535,140.955,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.487,10.1636,10.1636,10.1636,140.824,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.547,10.1736,10.1736,10.1736,140.336,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.617,10.1852,10.1852,10.1852,140.927,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.677,10.1953,10.1953,10.1953,140.994,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.747,10.2069,10.2069,10.2069,140.834,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.807,10.2169,10.2169,10.2169,140.494,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.867,10.2269,10.2269,10.2269,140.664,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.927,10.2369,10.2369,10.2369,140.691,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
113.987,10.247,10.247,10.247,140.606,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.057,10.2586,10.2586,10.2586,141.191,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.127,10.2702,10.2702,10.2702,141.15,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.187,10.2803,10.2803,10.2803,141.16,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.257,10.2919,10.2919,10.2919,140.906,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.317,10.302,10.302,10.302,140.941,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.377,10.312,10.312,10.312,141.081,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.447,10.3236,10.3236,10.3236,140.976,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.517,10.3352,10.3352,10.3352,141.244,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.577,10.3453,10.3453,10.3453,141.401,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.647,10.3569,10.3569,10.3569,141.44,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.707,10.367,10.367,10.367,141.667,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.777,10.3786,10.3786,10.3786,141.622,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.847,10.3903,10.3903,10.3903,141.355,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
114.917,10.4019,10.4019,10.4019,141.637,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
